Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,RSI_20,MACD,Signal Line
2024-05-31,178.0800018310547,180.32000732421875,173.82000732421875,178.5,67314600.0,,,178.0800018310547,,0.0,0.0
2024-06-03,176.2899932861328,182.63999938964844,174.49000549316406,178.1300048828125,68568900.0,,,177.90952482677642,,-0.14279270443822156,-0.028558540887644313
2024-06-04,174.77000427246094,177.75999450683594,174.0,174.77999877929688,60056300.0,,,177.61052286922256,,-0.37429274798685697,-0.09770538230748685
2024-06-05,175.0,176.14999389648438,172.1300048828125,175.35000610351562,57953800.0,,,177.3619016435823,,-0.5330547440347857,-0.18477525465294664
2024-06-06,177.94000244140625,179.72999572753906,172.72999572753906,174.60000610351562,69887000.0,,,177.4169588624227,,-0.41683611605094484,-0.2311874269325463
2024-06-07,177.47999572753906,179.35000610351562,175.5800018310547,176.1300048828125,56244900.0,,,177.42296237338616,,-0.35772705858235554,-0.25649535326250816
2024-06-10,173.7899932861328,178.57000732421875,173.1699981689453,176.05999755859375,50869700.0,,,177.07696531745725,,-0.6016990509503728,-0.3255360928000811
2024-06-11,170.66000366210938,174.75,167.41000366210938,173.9199981689453,64761900.0,,,176.46582611218602,,-1.0356740115488208,-0.46756367654982905
2024-06-12,177.2899932861328,180.5500030517578,169.8000030517578,171.1199951171875,90389400.0,,,176.54431822399047,,-0.8349922697987893,-0.5410493951996211
2024-06-13,182.47000122070312,191.0800018310547,181.22999572753903,188.38999938964844,118984100.0,,,177.10866898558214,,-0.2550273973531034,-0.48384499563031763
2024-06-14,178.00999450683594,186.0,176.9199981689453,185.8000030517578,82038200.0,,,177.19450951141584,,-0.1535166807613848,-0.41777933265653105
2024-06-17,187.44000244140625,188.80999755859372,177.0,177.9199981689453,109786100.0,,,178.1702707428435,,0.6800153305028402,-0.1982204000246568
2024-06-18,184.8600006103516,187.1999969482422,182.3699951171875,186.55999755859372,68982300.0,,,178.80738787308238,,1.1195059017453275,0.06532486032934007
2024-06-20,181.57000732421875,185.2100067138672,179.66000366210938,184.67999267578125,55893100.0,,,179.07049448747634,,1.1886286124945684,0.2899856107623857
2024-06-21,183.00999450683597,183.9499969482422,180.69000244140625,182.3000030517578,63029500.0,,,179.4456849655106,,1.3441097296437192,0.5008104345386525
2024-06-24,182.5800018310547,188.8000030517578,182.5500030517578,184.97000122070312,61992100.0,,,179.74419133365765,,1.4163065198874847,0.6839096516084189
2024-06-25,187.3500061035156,187.97000122070312,182.00999450683597,184.3999938964844,63678300.0,,,180.46855464507271,,1.837243872783148,0.9145764958433648
2024-06-26,196.3699951171875,197.75999450683597,186.3600006103516,186.5399932861328,95737100.0,,,181.98297754717888,,2.86564412616778,1.3047900219082478
2024-06-27,197.4199981689453,198.72000122070312,194.0500030517578,195.1699981689453,72746500.0,,,183.4531699873471,,3.7224748345019805,1.7883269844269944
2024-06-28,197.8800048828125,203.1999969482422,195.25999450683597,199.5500030517578,95438100.0,182.01299972534179,,184.8271542631057,65.84000630859526,4.388055271659198,2.308272641873435
2024-07-01,209.8600006103516,213.22999572753903,200.8500061035156,201.0200042724609,135691400.0,183.60199966430665,,187.21123486760533,71.33459124135443,5.815184273091347,3.0096549681170175
2024-07-02,231.25999450683597,231.3000030517578,218.05999755859372,218.88999938964844,205047900.0,186.3504997253418,,191.40635483324633,79.21140460699156,8.574157399595776,4.122555454412769
2024-07-03,246.38999938964844,248.3500061035156,234.25,234.55999755859372,166561500.0,189.93149948120117,,196.6428924100465,83.2497712598038,11.844986792499128,5.66704172203004
2024-07-05,251.5200042724609,252.3699951171875,242.4600067138672,249.80999755859372,154501200.0,193.75749969482422,,201.86928401599073,83.97869027271088,14.681847967989626,7.470002971221958
2024-07-08,252.94000244140625,259.44000244140625,244.57000732421875,247.7100067138672,157219600.0,197.50749969482422,,206.73316196126842,83.7594567277009,16.850421700520712,9.34608671708171
2024-07-09,262.3299865722656,265.6099853515625,250.3000030517578,251.0,160210900.0,201.74999923706054,,212.02809763850624,85.35122752487516,19.106477670059263,11.29816490767722
